step,epoch,elapsed_seconds,cross_refusal_deception_cosine,cross_refusal_sycophancy_cosine,cross_sycophancy_deception_cosine,deception_auroc_current,deception_auroc_fixed,deception_cosine_to_baseline,deception_direction_norm,deception_measurement_seconds,refusal_auroc_current,refusal_auroc_fixed,refusal_cosine_to_baseline,refusal_direction_norm,refusal_measurement_seconds,sycophancy_auroc_current,sycophancy_auroc_fixed,sycophancy_cosine_to_baseline,sycophancy_direction_norm,sycophancy_measurement_seconds
0,0.0,61.21568242700005,0.08832664042711258,0.038117989897727966,-0.004662435967475176,1.0,1.0,1.0,0.8912303447723389,20.04104793700003,1.0,1.0,0.9999999403953552,2.6284518241882324,17.69159030000003,1.0,1.0,1.0,0.1831756979227066,33.67895723600009
50,0.16,1197.2691162200001,0.07132166624069214,0.024729620665311813,-0.030285954475402832,0.96,0.9675,0.8234248161315918,0.5279296636581421,19.57244198500007,0.9724999999999999,0.98,0.8812477588653564,2.2985591888427734,18.703619816000128,0.9775,0.9825,0.8617932200431824,0.16779980063438416,32.94525597200004
100,0.32,2350.30958354,0.08411823213100433,0.028663374483585358,-0.04365932196378708,0.965,0.965,0.7892711162567139,0.5469597578048706,19.604089740999825,0.9624999999999999,0.97,0.8290411829948425,2.2686967849731445,18.822605487000146,1.0,1.0,0.7525274157524109,0.18188932538032532,33.167363158999706
150,0.48,3503.5083771689997,0.06879785656929016,0.0225968100130558,-0.05124179273843765,0.9450000000000001,0.91,0.6587023735046387,0.4743344485759735,19.559240470000077,0.96,0.9675,0.7904926538467407,2.2185463905334473,18.845297306999782,0.995,0.9725,0.659757137298584,0.16018877923488617,33.29355407100047
200,0.64,4688.265217798999,0.085935577750206,0.02812318131327629,-0.06063555181026459,0.9425,0.9375,0.6627576351165771,0.5192921161651611,19.609921129000213,0.9525,0.965,0.7383586764335632,2.134124755859375,18.885130965000826,1.0,0.9624999999999999,0.6175501346588135,0.16828221082687378,33.35884411200004
250,0.8,5823.341125213,0.0974133312702179,0.02144204080104828,-0.03691926971077919,0.975,0.9725,0.7592807412147522,0.6015576124191284,19.499888154000473,0.9624999999999999,0.9724999999999999,0.7865114212036133,2.170466899871826,18.857169787999737,1.0,0.9825,0.7251328825950623,0.15889257192611694,33.258248867000475
300,0.96,6935.490840949999,0.09932315349578857,0.030623549595475197,-0.025754736736416817,0.9725,0.9525,0.7384311556816101,0.5495730042457581,19.47158391100038,0.9625000000000001,0.9775,0.736346960067749,2.140427827835083,18.827067053000064,1.0,0.9875,0.6886531114578247,0.15173429250717163,33.33838424199985
350,1.1184,8084.0395325380005,0.07892720401287079,0.03270312398672104,-0.010931329801678658,0.9724999999999999,0.9525000000000001,0.703519344329834,0.542106032371521,19.55682731699926,0.9675,0.98,0.7353708744049072,2.2074522972106934,18.85731763200056,0.9425,0.9925,0.6905910968780518,0.13805140554904938,33.32571596699927
400,1.2784,9255.754483209,0.08027735352516174,0.03223348408937454,-0.016933739185333252,0.9724999999999999,0.9650000000000001,0.7276778817176819,0.5881456136703491,19.566625419000047,0.9675,0.9775,0.7152118682861328,2.1635286808013916,18.88798293599939,0.9624999999999999,1.0,0.721266508102417,0.14657887816429138,33.33221315799892
450,1.4384000000000001,10408.365732296,0.07327459752559662,0.03739975392818451,-0.027636706829071045,0.9474999999999999,0.9450000000000001,0.6980979442596436,0.5327858924865723,19.560987413000475,0.97,0.98,0.7307106256484985,2.1202709674835205,18.751100360001146,0.95,0.995,0.7146504521369934,0.1399579495191574,33.235348782000074
500,1.5984,11549.894327005,0.0702047199010849,0.041355110704898834,-0.0392630398273468,0.9474999999999999,0.9375,0.672478199005127,0.5289379954338074,19.535886697000024,0.9650000000000001,0.9824999999999999,0.713409960269928,2.178489923477173,18.805578015999345,0.9525,0.9974999999999999,0.7171002626419067,0.1467389464378357,33.33203458800017
550,1.7584,12682.867215965001,0.07410666346549988,0.03874075412750244,-0.03823547437787056,0.9400000000000001,0.92,0.62751305103302,0.4753672480583191,19.54306006399929,0.96,0.98,0.7159477472305298,2.197047233581543,18.732371803000206,0.9450000000000001,0.995,0.6850137710571289,0.1379983276128769,33.32637170599992
600,1.9184,13799.9570267,0.075619176030159,0.044201675802469254,-0.035136349499225616,0.9625,0.9375,0.669227123260498,0.5248298048973083,19.545656886999495,0.9624999999999999,0.9750000000000001,0.6946178078651428,2.146209239959717,18.8176703930003,0.94,1.0,0.7053654193878174,0.14799457788467407,33.36817887199868
650,2.0768,14933.788220023001,0.07139404863119125,0.04442597180604935,-0.0322817899286747,0.9724999999999999,0.9275,0.6135667562484741,0.4946352243423462,19.606870105999405,0.9625000000000001,0.9775,0.6609787344932556,2.090142011642456,18.79937400400013,0.97,1.0,0.6575848460197449,0.13934017717838287,33.184903437000685
700,2.2368,16098.359674591002,0.062423497438430786,0.04197949171066284,-0.0452299602329731,0.94,0.9175,0.6206951141357422,0.5001112222671509,19.582678328999464,0.9625000000000001,0.9750000000000001,0.6723545789718628,2.115161418914795,18.859609503000684,0.9450000000000001,0.9974999999999999,0.6500914096832275,0.1484261006116867,33.36613152300197
